state,emp_length,term,homeownership,annual_income,verified_income,debt_to_income,total_credit_limit,total_credit_utilized,num_cc_carrying_balance,loan_purpose,loan_amount,grade,interest_rate,public_record_bankrupt,loan_status
NH,1,36,RENT,110000,Verified,23.45,99242,89497,7,credit_card,40000,B,11.99,0,Current
AR,10,60,MORTGAGE,75000,Not Verified,19.63,184300,46323,6,debt_consolidation,13000,C,12.62,0,Current
MN,6,36,MORTGAGE,55000,Verified,17.96,129883,44120,5,debt_consolidation,10000,B,10.9,0,Fully Paid
SC,2,36,RENT,375000,Not Verified,7.04,115778,84991,1,small_business,40000,B,9.44,0,Current
MO,0,36,OWN,107000,Not Verified,25.52,336740,118767,5,car,4000,B,10.41,0,Current
FL,2,60,RENT,25000,Not Verified,18.24,30653,13012,4,debt_consolidation,10000,D,17.09,0,Current
NC,0,36,RENT,25000,Not Verified,16.23,20800,9963,1,credit_card,4000,C,14.08,0,Fully Paid
OR,2,60,MORTGAGE,110000,Not Verified,10.28,388138,36328,3,debt_consolidation,30000,C,16.01,0,Current
TX,2,36,RENT,79500,Not Verified,17.8,155991,115711,10,debt_consolidation,12000,A,6.72,0,In Grace Period
UT,4,36,RENT,35000,Verified,28.26,76924,47557,2,credit_card,11000,A,7.34,0,Current
CA,10,36,MORTGAGE,190000,Not Verified,5.29,558553,46834,4,credit_card,6000,A,7.34,0,Current
MA,7,60,RENT,63000,Source Verified,20.55,28901,22100,3,credit_card,14000,D,20.39,0,Current
IN,9,60,MORTGAGE,55000,Verified,1.88,160118,12958,0,house,20000,C,14.07,0,Current
VA,1,60,MORTGAGE,54000,Not Verified,22.62,90276,58883,8,credit_card,11200,C,15.04,0,Current
NM,7,36,MORTGAGE,100000,Not Verified,16.15,229942,45969,3,other,20000,A,6.07,0,Current
CA,2,36,MORTGAGE,110000,Source Verified,0.6,4500,1746,2,other,15000,C,13.59,0,Current
CA,0,60,RENT,78000,Not Verified,16.91,66317,25927,2,car,26000,C,14.08,0,Current
MS,3,36,RENT,31200,Source Verified,28,23639,17672,5,debt_consolidation,7800,B,11.99,0,Current
NY,10,36,RENT,51000,Verified,4.35,5700,4239,5,debt_consolidation,30000,C,13.58,0,Current
CT,10,36,RENT,40000,Source Verified,21.54,41700,20143,11,credit_card,10000,B,9.93,0,Current
FL,1,36,MORTGAGE,105000,Not Verified,21.15,179445,157471,3,debt_consolidation,7500,A,6.08,0,Current
CA,10,60,RENT,70000,Source Verified,21.19,74749,55141,4,debt_consolidation,24400,C,13.59,0,Current
NY,1,36,RENT,150000,Not Verified,5.78,100535,100506,3,debt_consolidation,10000,B,10.42,0,Current
CA,0,36,RENT,70000,Source Verified,17.47,66353,47113,5,credit_card,10000,A,6.72,0,Current
LA,10,36,RENT,95000,Source Verified,17.16,66439,52753,4,debt_consolidation,18000,C,12.61,0,In Grace Period
OH,0,36,OWN,70000,Source Verified,18.69,47950,30377,3,debt_consolidation,15000,C,14.08,1,Current
GA,10,60,MORTGAGE,50000,Not Verified,15.58,92656,78613,2,other,15000,D,18.06,0,Current
LA,1,36,RENT,56000,Source Verified,12.43,38500,37123,3,debt_consolidation,14000,B,9.44,0,Current
CA,10,36,MORTGAGE,55000,Verified,5.93,228900,13452,4,debt_consolidation,13000,A,7.35,0,Current
FL,2,36,RENT,44200,Not Verified,30.9,64167,40255,3,debt_consolidation,10000,A,7.34,0,Current
NC,10,60,MORTGAGE,46000,Verified,45.21,198400,76119,9,debt_consolidation,40000,C,16.01,0,Current
AL,1,36,OWN,65000,Source Verified,29.56,120721,159525,3,other,6000,D,19.03,1,Current
IL,7,36,RENT,49000,Source Verified,38.75,92570,67384,10,other,9600,C,15.05,0,Current
OH,7,60,RENT,66000,Verified,24.67,91092,71243,8,debt_consolidation,26500,D,18.45,1,Current
CT,10,36,OWN,90000,Not Verified,4.79,40444,19724,4,credit_card,4500,B,9.93,0,Current
TX,10,36,MORTGAGE,48000,Source Verified,28.38,165555,61469,6,debt_consolidation,16000,A,6.07,0,Fully Paid
FL,1,36,RENT,50000,Not Verified,16.5,142141,141312,5,other,6000,B,9.44,0,Current
TX,2,36,OWN,52000,Not Verified,21.7,221241,28404,6,credit_card,21600,A,6.71,0,Current
OK,1,60,MORTGAGE,100000,Source Verified,23.34,116570,92670,2,debt_consolidation,28000,C,13.58,0,Current
NY,6,60,RENT,71000,Source Verified,17.06,62527,21676,11,other,18000,D,20,0,Current
GA,10,60,MORTGAGE,85000,Verified,16.79,286115,71751,9,home_improvement,17000,C,15.05,0,Current
NY,3,36,RENT,42500,Not Verified,14.46,18520,12299,6,home_improvement,6650,D,17.09,1,Current
MO,3,60,MORTGAGE,45000,Verified,7.65,98100,8855,7,debt_consolidation,12000,D,17.09,0,Current
IL,10,36,MORTGAGE,35000,Not Verified,6.65,151230,4536,6,debt_consolidation,4500,B,9.44,1,Current
OK,10,60,OWN,170000,Source Verified,32.32,502577,188518,6,credit_card,36000,B,10.42,0,Current
NY,6,36,RENT,180000,Source Verified,7.31,192970,43432,2,credit_card,30000,B,11.99,0,Current
TX,6,36,MORTGAGE,31000,Verified,16.03,19100,11718,11,debt_consolidation,5000,C,15.05,0,Current
CA,10,36,MORTGAGE,165200,Source Verified,1.06,625700,5037,2,home_improvement,40000,A,7.35,0,Current
FL,0,36,MORTGAGE,32000,Source Verified,4.91,10100,3264,5,credit_card,4000,B,9.44,0,Current
WI,10,60,MORTGAGE,78000,Source Verified,15.28,121585,10977,0,debt_consolidation,14000,B,10.9,0,Current
MS,9,60,OWN,56000,Not Verified,7.82,20000,10715,7,credit_card,20000,C,14.08,0,Current
MD,3,36,MORTGAGE,75000,Source Verified,16.83,246865,40329,9,other,20000,B,10.91,0,Current
FL,2,36,RENT,63000,Verified,23.43,47092,33631,8,debt_consolidation,18000,D,17.09,0,Current
VA,6,60,MORTGAGE,76000,Source Verified,4.99,300580,3850,2,house,40000,B,9.44,0,Current
GA,0,60,MORTGAGE,300000,Source Verified,15.27,669055,158158,7,credit_card,24000,C,15.05,0,Current
NY,7,36,RENT,60000,Not Verified,21.34,80432,26401,10,debt_consolidation,8000,A,7.34,0,Current
AL,7,60,MORTGAGE,82000,Source Verified,9.18,43555,28611,6,credit_card,15000,B,11.99,0,Current
FL,4,36,RENT,25000,Source Verified,17.53,16414,6018,4,debt_consolidation,7000,C,15.04,0,Current
NC,4,36,MORTGAGE,55000,Verified,33.82,233706,34091,7,debt_consolidation,5000,E,23.88,0,Current
CA,8,36,RENT,120000,Source Verified,9.41,38020,13867,5,debt_consolidation,16100,E,24.84,0,Current
AL,5,60,OWN,75000,Not Verified,3.82,44500,53191,4,debt_consolidation,15000,D,18.45,0,Current
PA,10,60,MORTGAGE,60000,Source Verified,9.38,31988,17365,3,car,35000,D,21.45,0,Current
NY,10,36,MORTGAGE,72000,Not Verified,28.04,275294,48069,5,debt_consolidation,8300,B,10.41,0,Fully Paid
GA,10,36,MORTGAGE,95000,Not Verified,12.22,331835,38672,10,other,3500,A,6.07,0,Current
NY,2,36,RENT,35200,Verified,1.93,25500,2885,2,car,10400,C,14.08,0,Late (31-120 days)
OH,0,36,RENT,23000,Verified,12.84,21377,12569,3,credit_card,6000,B,11.99,0,Current
MI,8,60,MORTGAGE,180000,Not Verified,9.62,365056,105380,3,debt_consolidation,32000,B,9.43,0,Current
CA,10,36,RENT,91380,Not Verified,14.21,53769,15083,7,debt_consolidation,20000,B,10.41,0,Current
MA,4,36,OWN,89000,Not Verified,21.91,73791,40227,6,credit_card,20000,C,16.02,1,Current
WI,10,60,MORTGAGE,124000,Verified,20.6,343998,139989,7,debt_consolidation,36000,C,12.61,0,Current
RI,10,36,MORTGAGE,34000,Source Verified,20.97,128630,26761,4,debt_consolidation,7200,B,10.91,0,Current
OR,5,36,MORTGAGE,58000,Not Verified,5.01,170502,3517,5,other,2000,A,6.07,0,Current
TX,10,36,MORTGAGE,85800,Not Verified,23.61,141665,76067,6,debt_consolidation,20000,B,10.41,0,Current
CA,4,36,RENT,70000,Not Verified,16.44,101714,26213,7,debt_consolidation,8000,A,6.08,0,Current
NV,2,36,RENT,50000,Source Verified,0.82,21000,3328,1,other,15000,B,9.44,0,Current
NV,10,36,RENT,90000,Source Verified,4.77,25700,13088,5,debt_consolidation,8400,C,13.59,1,Current
SC,5,36,RENT,250000,Not Verified,6.22,60510,23153,5,debt_consolidation,24000,A,7.97,0,Current
CA,3,36,RENT,30000,Not Verified,14.58,22887,18996,4,debt_consolidation,2000,D,18.06,0,Current
MD,2,60,RENT,40000,Source Verified,30.36,116935,63119,3,debt_consolidation,13000,C,13.59,0,Current
WI,4,60,MORTGAGE,175000,Source Verified,6.32,478203,282203,5,debt_consolidation,35000,B,10.41,0,Current
TX,4,36,RENT,28000,Verified,65.2,91988,70020,7,debt_consolidation,10000,C,14.07,0,Current
NV,10,60,OWN,60000,Verified,1,31500,1251,2,other,16000,C,12.62,0,Current
FL,7,36,OWN,26500,Source Verified,10.19,22300,7090,6,debt_consolidation,10000,B,10.9,0,Current
AR,7,60,MORTGAGE,25000,Verified,21.36,24698,17465,0,other,12000,C,16.02,0,Fully Paid
MO,1,60,MORTGAGE,109000,Source Verified,27.22,334327,70590,14,other,23000,C,12.62,0,Current
OH,10,36,RENT,55000,Not Verified,32.93,184766,53675,7,other,8000,C,12.61,0,Current
AL,10,36,MORTGAGE,117650,Source Verified,12.91,51575,29901,4,credit_card,8400,B,10.91,0,Current
NJ,3,36,OWN,49000,Verified,13.69,69804,22686,4,house,35000,C,12.62,0,Current
GA,10,36,MORTGAGE,125000,Source Verified,1.31,197600,9381,2,major_purchase,25000,A,6.72,1,Current
GA,6,36,MORTGAGE,54200,Not Verified,28.65,252121,32893,3,debt_consolidation,25000,C,14.08,0,Current
WI,5,60,RENT,120000,Source Verified,8.05,68200,30329,2,debt_consolidation,16000,D,18.06,0,Fully Paid
FL,8,36,RENT,80000,Source Verified,1.86,9900,4682,3,debt_consolidation,15000,B,10.42,0,Current
FL,2,36,RENT,60000,Source Verified,3.3,9500,5854,3,debt_consolidation,17000,C,13.59,0,Current
MD,10,60,MORTGAGE,83500,Source Verified,30.06,509582,96556,6,debt_consolidation,11200,A,7.97,0,Fully Paid
TN,5,36,MORTGAGE,82767.78,Verified,17.49,159128,55230,7,debt_consolidation,2000,C,16.02,0,Current
CA,10,36,RENT,94000,Verified,44.49,189792,97604,5,debt_consolidation,10000,D,18.06,1,Current
OH,9,36,MORTGAGE,62004,Source Verified,14.34,139768,31967,7,debt_consolidation,20000,B,9.93,0,Current
NV,3,36,MORTGAGE,55000,Not Verified,18.31,81878,30342,5,credit_card,10000,A,7.97,0,Fully Paid
CO,5,60,RENT,70000,Source Verified,23.32,68347,42203,4,credit_card,35000,C,12.61,0,Current
UT,3,36,RENT,39000,Not Verified,5.29,24311,21664,3,debt_consolidation,6000,B,10.42,0,Current
PA,2,36,MORTGAGE,98700,Source Verified,12.04,253203,18901,5,home_improvement,40000,B,10.91,0,Fully Paid
NV,0,36,RENT,45000,Source Verified,2.88,20100,4019,3,major_purchase,1500,A,6.07,0,Current
CA,10,36,MORTGAGE,120000,Source Verified,8.14,33212,25425,4,credit_card,20000,B,9.44,1,Current
HI,5,60,RENT,68000,Not Verified,28.49,451728,75690,5,credit_card,16800,D,18.06,0,Current
TX,1,60,MORTGAGE,31000,Source Verified,15.95,86105,75529,4,small_business,35500,G,30.79,0,Current
CA,10,60,RENT,84000,Verified,21.75,133146,50242,4,other,38825,B,9.93,0,Current
KY,10,60,OWN,44600,Not Verified,31.03,82679,53588,2,debt_consolidation,14500,C,16.02,0,Current
AL,4,36,MORTGAGE,110000,Verified,60.3,254705,173655,7,home_improvement,30000,B,10.41,0,Current
TX,4,36,MORTGAGE,53500,Verified,32.72,231470,41977,5,credit_card,32000,D,19.03,0,Current
KS,1,36,MORTGAGE,85000,Not Verified,14.44,221278,41678,5,credit_card,20000,C,12.62,0,Current
NM,9,36,MORTGAGE,90000,Source Verified,19.23,279763,54917,5,other,20000,A,7.97,0,Current
NC,2,36,MORTGAGE,83207,Source Verified,12.89,98834,73130,17,debt_consolidation,20000,B,9.93,0,Current
NJ,10,36,MORTGAGE,40000,Source Verified,20.58,235559,18657,4,home_improvement,10000,C,12.62,0,Current
FL,1,36,RENT,36144,Source Verified,16,25146,21029,3,debt_consolidation,12000,C,14.08,0,Current
FL,10,36,RENT,106000,Verified,29.4,107651,76824,20,debt_consolidation,35000,D,17.47,0,Current
CA,3,36,MORTGAGE,170000,Not Verified,22.83,1043794,84066,4,debt_consolidation,16400,C,16.02,0,Current
TX,10,36,OWN,43200,Not Verified,14,18871,9935,1,debt_consolidation,5000,B,11.99,0,Fully Paid
TX,10,36,MORTGAGE,97000,Source Verified,18.3,382614,55596,7,debt_consolidation,10000,B,10.41,0,Current
ID,5,60,MORTGAGE,82000,Verified,29.49,442478,66677,5,debt_consolidation,25000,D,21.85,0,Current
MD,2,36,RENT,102000,Not Verified,17.28,64085,32643,8,credit_card,10000,D,17.09,0,Current
MA,0,36,RENT,45000,Source Verified,4.27,7700,6632,4,major_purchase,10000,D,18.06,0,Current
IN,2,36,RENT,75000,Not Verified,16.06,70486,59731,10,credit_card,20000,B,11.99,1,Current
IL,10,60,MORTGAGE,37000,Source Verified,12.91,56416,10319,7,car,16000,C,12.62,0,Current
CA,6,60,RENT,90000,Source Verified,14.01,73900,67101,8,debt_consolidation,30000,B,10.9,0,Current
PA,4,36,MORTGAGE,150000,Not Verified,17.18,464109,258843,9,debt_consolidation,15750,A,7.34,0,Current
TX,2,36,RENT,34625.64,Source Verified,8.08,109616,146933,2,other,2200,D,18.06,0,Current
NJ,0,60,RENT,120000,Source Verified,11.13,43995,20051,3,vacation,21000,D,19.03,0,Current
VT,4,36,MORTGAGE,45000,Source Verified,22.77,210944,43925,3,credit_card,6500,C,15.05,0,Current
VA,8,60,OWN,136000,Not Verified,22.82,237090,73984,4,medical,24725,B,9.43,0,Current
CA,10,36,RENT,37000,Source Verified,19.89,33650,13597,6,credit_card,8400,B,11.99,0,Current
TX,9,36,RENT,45000,Source Verified,30.8,101273,62667,3,other,1450,A,7.97,0,Current
NY,10,60,OWN,52000,Source Verified,2.35,421597,3465,2,home_improvement,20000,B,9.44,0,Fully Paid
FL,0,60,MORTGAGE,125000,Source Verified,22.92,428905,101789,8,debt_consolidation,20000,B,10.42,1,Current
FL,7,36,OWN,74620,Source Verified,0.45,209500,2860,1,house,18000,B,9.92,0,Late (31-120 days)
NY,10,60,MORTGAGE,125000,Source Verified,19.62,616120,98378,14,major_purchase,20000,D,17.09,0,Current
TN,3,60,MORTGAGE,137000,Source Verified,18.6,150047,82821,7,credit_card,28000,C,16.02,0,Current
WV,5,36,OWN,36598,Verified,10.05,69969,42168,8,debt_consolidation,16800,B,10.9,0,Current
NH,9,36,MORTGAGE,36000,Verified,29.83,55912,44283,5,debt_consolidation,10000,C,16.02,0,Current
NY,4,36,RENT,41000,Source Verified,18.82,33111,15291,9,debt_consolidation,5000,C,15.04,0,Current
TX,7,36,OWN,52000,Not Verified,17.4,43300,15795,5,home_improvement,13000,A,5.31,0,Current
NY,3,36,RENT,60000,Source Verified,9.33,6400,6411,2,credit_card,7200,C,14.07,0,Current
IN,1,36,RENT,12000,Source Verified,25.8,49382,37545,4,credit_card,2975,C,13.59,0,Current
TX,0,36,RENT,45000,Not Verified,3.76,8500,5627,2,debt_consolidation,6000,A,6.08,0,Current
CA,1,60,RENT,81000,Not Verified,10.82,71545,21923,4,debt_consolidation,14000,A,7.34,0,Current
NY,6,60,RENT,65000,Not Verified,16.19,29300,20207,5,debt_consolidation,25000,D,21.85,0,Current
NY,8,36,RENT,24000,Source Verified,6.51,16090,7980,1,debt_consolidation,5000,B,11.99,0,Current
PA,5,36,MORTGAGE,70000,Source Verified,4.73,172310,8232,3,other,2500,A,6.72,0,Current
CA,10,60,MORTGAGE,80000,Verified,54.26,492461,134295,13,medical,30000,C,15.04,0,Current
OH,7,60,MORTGAGE,51500,Verified,14.4,176049,105342,10,debt_consolidation,20000,D,17.09,0,Current
CO,1,36,RENT,36000,Not Verified,31.17,59584,44961,4,credit_card,9000,B,9.93,0,Current
WI,9,60,MORTGAGE,103000,Verified,26.94,256695,57371,5,debt_consolidation,27400,C,13.58,0,Current
TX,6,36,OWN,45000,Verified,40.96,127030,99918,5,home_improvement,40000,C,16.01,0,Current
VA,10,36,MORTGAGE,180000,Not Verified,24.55,878143,189430,3,debt_consolidation,40000,A,6.08,0,Current
NC,6,36,MORTGAGE,75000,Not Verified,23.2,393883,56898,5,debt_consolidation,8000,B,10.91,0,Current
CA,0,60,RENT,23000,Verified,32.62,35992,25935,8,debt_consolidation,12800,E,26.3,0,Current
OH,10,36,OWN,76000,Verified,36.13,244261,143193,13,debt_consolidation,33600,C,12.62,0,Current
PA,10,36,MORTGAGE,63000,Verified,39.64,272091,87834,1,debt_consolidation,13000,D,21.45,0,Current
OK,9,36,RENT,50000,Not Verified,31.16,71113,53076,6,debt_consolidation,12000,D,18.45,0,Current
OK,6,60,MORTGAGE,80000,Not Verified,19.13,244727,58840,4,credit_card,18000,B,9.44,0,Current
NJ,10,36,MORTGAGE,135000,Verified,1.33,375300,2557,3,debt_consolidation,17000,A,6.08,0,Current
CT,1,36,RENT,32844,Source Verified,22.1,44715,26747,1,debt_consolidation,3200,A,7.97,0,Current
OR,10,36,RENT,42000,Not Verified,24.83,46863,24785,9,credit_card,13500,C,13.58,1,Current
AZ,10,60,MORTGAGE,93300,Verified,21.63,321163,63465,7,credit_card,19200,C,14.07,0,Current
NY,4,36,OWN,240000,Verified,3.04,599890,797760,3,medical,10500,B,9.93,0,Current
PA,3,36,OWN,93700,Source Verified,25.13,287342,120650,8,credit_card,8000,A,5.31,0,Current
NY,7,36,RENT,65000,Source Verified,22.91,107570,55962,5,debt_consolidation,10000,B,10.41,0,Current
CA,9,36,RENT,50000,Not Verified,16.37,26700,14938,2,debt_consolidation,15000,A,6.08,0,Current
TX,7,36,OWN,110000,Not Verified,20.66,220834,93192,11,credit_card,12000,A,6.07,0,Current
TN,10,60,OWN,84000,Verified,9.7,193459,20212,3,credit_card,15600,C,13.58,0,Current
VA,10,36,RENT,254000,Source Verified,33.06,278256,180019,21,credit_card,5900,D,18.06,0,Current
MO,0,36,OWN,30000,Source Verified,16.3,43799,21133,4,credit_card,9600,B,9.93,0,Current
TX,10,36,OWN,48000,Verified,29.35,100839,46839,3,debt_consolidation,12000,B,10.41,0,Current
NV,2,36,RENT,71000,Source Verified,27.6,66979,42384,6,debt_consolidation,25000,B,10.41,1,Current
NJ,10,36,MORTGAGE,155000,Source Verified,23.71,350993,82253,4,debt_consolidation,22325,D,17.09,0,Current
CA,2,36,RENT,82000,Source Verified,13.24,42819,25509,4,debt_consolidation,15000,C,15.05,0,Current
MT,5,36,RENT,90000,Source Verified,12.4,69800,37258,3,small_business,30000,A,7.96,0,Current
KY,10,60,OWN,50000,Not Verified,24,119524,39342,2,moving,25000,B,9.92,0,Current
OH,6,36,RENT,40000,Source Verified,18.57,39863,39183,2,debt_consolidation,6500,C,16.01,0,Current
SC,0,60,RENT,11000,Not Verified,8.95,6000,2761,2,debt_consolidation,12000,D,21.45,0,Current
PA,4,36,RENT,35000,Not Verified,18.18,30031,21314,3,debt_consolidation,5000,C,16.02,0,Current
MA,7,36,RENT,89000,Source Verified,17.46,109882,54577,2,debt_consolidation,30000,A,6.08,0,Current
MD,8,36,RENT,73000,Source Verified,10.03,36182,30246,3,debt_consolidation,17000,D,17.09,0,Current
MD,2,60,OWN,70000,Verified,17.01,47774,32244,7,debt_consolidation,20000,C,12.62,0,Current
MS,2,36,OWN,36000,Source Verified,1.67,64700,948,2,other,3000,A,5.32,0,Current
MA,1,36,RENT,43000,Source Verified,5.64,39900,32387,4,credit_card,10000,C,16.01,0,Current
OK,10,36,MORTGAGE,54100,Source Verified,15.37,35015,18043,2,home_improvement,2300,B,10.91,1,Current
CA,2,60,MORTGAGE,70000,Verified,9.26,478577,11771,4,medical,12000,B,9.44,0,Current
AZ,3,36,RENT,32500,Source Verified,27.33,110020,82491,9,debt_consolidation,5600,B,9.92,0,Current
FL,10,60,MORTGAGE,102000,Source Verified,17.14,262895,45998,10,debt_consolidation,25000,C,16.01,0,Current
MD,2,36,OWN,16000,Not Verified,8.33,48465,51447,3,other,1750,D,20,0,Fully Paid
IL,10,60,MORTGAGE,38272,Not Verified,38.04,141937,50627,3,debt_consolidation,18400,C,14.08,0,Current
IL,10,60,RENT,78000,Verified,30.06,127728,55300,6,debt_consolidation,26000,D,17.09,0,Current
OH,2,36,RENT,153000,Not Verified,5.88,60261,30393,7,debt_consolidation,15000,C,14.08,0,Current
OK,10,36,OWN,71000,Source Verified,15.21,67685,32069,9,credit_card,19200,B,9.92,0,Current
MO,10,36,MORTGAGE,88000,Source Verified,13.27,255232,33064,8,debt_consolidation,9800,B,9.92,1,Current
TX,0,36,RENT,40000,Not Verified,8.04,19900,6092,5,credit_card,7700,B,10.91,0,Current
NY,0,36,OWN,90000,Not Verified,12.92,48800,27378,8,other,4500,C,16.01,0,Current
IN,6,60,MORTGAGE,30000,Verified,34.8,138727,19084,1,debt_consolidation,13825,C,16.01,0,Fully Paid
IL,9,60,MORTGAGE,70000,Verified,19.44,244125,44545,7,debt_consolidation,24000,D,20.39,0,Current
CA,10,36,RENT,71000,Not Verified,24.61,158444,54288,3,debt_consolidation,16000,B,10.41,0,Current
KS,7,36,MORTGAGE,47000,Verified,50.74,192783,64079,6,debt_consolidation,28975,C,16.02,0,Current
CA,10,60,RENT,65000,Verified,29.06,68201,43165,6,debt_consolidation,31200,D,21.45,0,Current
MI,3,60,RENT,110000,Verified,21.14,109368,83049,7,credit_card,35000,E,24.85,0,Current
GA,10,60,OWN,80969.94,Verified,22.45,80566,62012,3,debt_consolidation,20000,D,21.85,0,Current
WV,10,36,MORTGAGE,60000,Not Verified,18.46,45600,29844,4,debt_consolidation,16000,B,10.9,1,Current
NY,10,36,MORTGAGE,63000,Source Verified,14.38,368007,24075,4,debt_consolidation,10000,B,11.98,1,Late (16-30 days)
FL,0,36,RENT,56000,Not Verified,14.23,52600,30614,2,credit_card,4500,A,7.97,0,Current
TX,6,60,MORTGAGE,22568,Verified,57.66,215257,39720,2,debt_consolidation,40000,C,16.01,0,Current
AZ,6,60,MORTGAGE,52250,Verified,24.17,246420,77074,6,credit_card,10000,B,10.9,0,Current
TN,0,36,OWN,61000,Not Verified,23.57,66390,46044,10,other,20000,C,12.62,0,Current
WI,4,36,MORTGAGE,5000,Not Verified,216.83,60096,35939,13,home_improvement,33600,B,10.41,0,Current
CO,10,36,MORTGAGE,30000,Not Verified,32,28400,17686,6,credit_card,16500,D,19.42,1,Current
OH,10,60,OWN,75000,Source Verified,35.07,100021,40608,4,credit_card,30000,E,25.81,0,Current
MI,3,36,RENT,50000,Source Verified,19.36,60222,46613,4,debt_consolidation,6800,A,6.71,0,Current
KY,10,60,MORTGAGE,80000,Source Verified,13.86,175052,38998,1,debt_consolidation,15400,C,12.62,0,Current
FL,0,36,MORTGAGE,55000,Verified,16.17,243746,19223,2,credit_card,15000,B,9.93,0,Current
MT,0,36,RENT,47000,Not Verified,8.45,12800,7662,8,debt_consolidation,6500,C,13.59,0,Current
MI,0,60,OWN,36420,Source Verified,22.73,54251,37511,2,debt_consolidation,19200,C,13.59,0,Current
TX,10,60,RENT,125000,Source Verified,4.63,28500,17146,5,credit_card,27000,E,23.88,0,Current
GA,6,36,MORTGAGE,37000,Verified,20.61,222183,8035,7,debt_consolidation,12800,A,7.35,0,Current
NJ,3,36,RENT,45000,Source Verified,11.68,24900,17234,5,debt_consolidation,10000,B,10.9,0,Current
TX,10,36,MORTGAGE,44000,Verified,61.18,235536,222190,2,debt_consolidation,32000,E,22.91,0,Current
NC,6,36,RENT,85000,Not Verified,13.06,49399,30744,2,credit_card,10500,A,7.35,0,Current
FL,6,60,RENT,20562,Verified,12.49,10547,4975,4,debt_consolidation,12500,D,17.47,0,Current
OR,10,60,MORTGAGE,60000,Not Verified,16.5,339258,48899,5,debt_consolidation,10000,B,10.42,1,Current
